	Organism	Txid	Temp	OGT	Source	Features
726	Pyrococcus abyssi GE5	['272844']	['96']		https://en.wikipedia.org/wiki/Pyrococcus_abyssi	
727	Pyrococcus furiosus COM1	['1185654']	['100', '103', '100', '100', '90', '100']		https://en.wikipedia.org/wiki/Pyrococcus_furiosus	
728	Pyrococcus furiosus DSM 3638	['186497']	['100', '103', '100', '100', '90', '100']		https://en.wikipedia.org/wiki/Pyrococcus_furiosus	
729	Pyrococcus horikoshii OT3	['70601']	['98']		https://en.wikipedia.org/wiki/Pyrococcus_horikoshii	
730	Pyrolobus fumarii 1A	['694429']	['113', '122', '121']		https://en.wikipedia.org/wiki/Pyrolobus_fumarii	
731	Ralstonia solanacearum	0	['25']		https://en.wikipedia.org/wiki/Ralstonia_solanacearum	
732	Ralstonia solanacearum FJAT-1458	['1130828']	['25']		https://en.wikipedia.org/wiki/Ralstonia_solanacearum	
733	Ralstonia solanacearum FJAT-91	['1130829']	['25']		https://en.wikipedia.org/wiki/Ralstonia_solanacearum	
734	Ralstonia solanacearum GMI1000	['267608']	['25']		https://en.wikipedia.org/wiki/Ralstonia_solanacearum	
735	Ralstonia solanacearum OE1-1	['1429399']	['25']		https://en.wikipedia.org/wiki/Ralstonia_solanacearum	
736	Ralstonia solanacearum Po82	['1031711']	['25']		https://en.wikipedia.org/wiki/Ralstonia_solanacearum	
737	Ralstonia solanacearum PSI07	['859657']	['25']		https://en.wikipedia.org/wiki/Ralstonia_solanacearum	
738	Rubrobacter xylanophilus DSM 9941	['266117']	['45']		https://en.wikipedia.org/wiki/Rubrobacter_xylanophilus	
739	Serratia marcescens	0	['40', '22', '25']		https://en.wikipedia.org/wiki/Serratia_marcescens	
740	Serratia marcescens SM39	['1334564']	['40', '22', '25']		https://en.wikipedia.org/wiki/Serratia_marcescens	
741	Serratia marcescens SMB2099	['1401254']	['40', '22', '25']		https://en.wikipedia.org/wiki/Serratia_marcescens	
742	Serratia marcescens subsp. marcescens Db11	['273526']	['40', '22', '25']		https://en.wikipedia.org/wiki/Serratia_marcescens	
743	Serratia marcescens WW4	['435998']	['40', '22', '25']		https://en.wikipedia.org/wiki/Serratia_marcescens	
744	Sinorhizobium medicae WSM419	['366394']	['28']		https://en.wikipedia.org/wiki/Sinorhizobium_medicae	
745	Spirochaeta thermophila DSM 6192	['665571']	['68']		https://en.wikipedia.org/wiki/Spirochaeta_thermophila	
746	Spirochaeta thermophila DSM 6578	['869211']	['68']		https://en.wikipedia.org/wiki/Spirochaeta_thermophila	
747	Sporosarcina ureae	0	['25', '22']		https://en.wikipedia.org/wiki/Sporosarcina_ureae	
748	Staphylococcus aureus	0	['78', '64']		https://en.wikipedia.org/wiki/Staphylococcus_aureus	
749	Staphylococcus aureus 04-02981	['703339']	['78', '64']		https://en.wikipedia.org/wiki/Staphylococcus_aureus	
750	Staphylococcus aureus 08BA02176	['1229492']	['78', '64']		https://en.wikipedia.org/wiki/Staphylococcus_aureus	
751	Staphylococcus aureus CA-347	['1323661']	['78', '64']		https://en.wikipedia.org/wiki/Staphylococcus_aureus	
752	Staphylococcus aureus O46	['948563']	['78', '64']		https://en.wikipedia.org/wiki/Staphylococcus_aureus	
753	Staphylococcus aureus RF122	['273036']	['78', '64']		https://en.wikipedia.org/wiki/Staphylococcus_aureus	
754	Staphylococcus aureus subsp. aureus	0	['78', '64']		https://en.wikipedia.org/wiki/Staphylococcus_aureus	
755	Staphylococcus aureus subsp. aureus 11819-97	['1123523']	['78', '64']		https://en.wikipedia.org/wiki/Staphylococcus_aureus	
756	Staphylococcus aureus subsp. aureus 55/2053	['585143']	['78', '64']		https://en.wikipedia.org/wiki/Staphylococcus_aureus	
757	Staphylococcus aureus subsp. aureus 6850	['1392476']	['78', '64']		https://en.wikipedia.org/wiki/Staphylococcus_aureus	
758	Staphylococcus aureus subsp. aureus CN1	['1193576']	['78', '64']		https://en.wikipedia.org/wiki/Staphylococcus_aureus	
759	Staphylococcus aureus subsp. aureus COL	['93062']	['78', '64']		https://en.wikipedia.org/wiki/Staphylococcus_aureus	
760	Staphylococcus aureus subsp. aureus DSM 20231	['1241616']	['78', '64']		https://en.wikipedia.org/wiki/Staphylococcus_aureus	
761	Staphylococcus aureus subsp. aureus ECT-R 2	['889933']	['78', '64']		https://en.wikipedia.org/wiki/Staphylococcus_aureus	
762	Staphylococcus aureus subsp. aureus ED133	['685039']	['78', '64']		https://en.wikipedia.org/wiki/Staphylococcus_aureus	
763	Staphylococcus aureus subsp. aureus ED98	['681288']	['78', '64']		https://en.wikipedia.org/wiki/Staphylococcus_aureus	
764	Staphylococcus aureus subsp. aureus HO 5096 0412	['1074252']	['78', '64']		https://en.wikipedia.org/wiki/Staphylococcus_aureus	
765	Staphylococcus aureus subsp. aureus JH1	['359787']	['78', '64']		https://en.wikipedia.org/wiki/Staphylococcus_aureus	
766	Staphylococcus aureus subsp. aureus JH9	['359786']	['78', '64']		https://en.wikipedia.org/wiki/Staphylococcus_aureus	
767	Staphylococcus aureus subsp. aureus JKD6159	['869816']	['78', '64']		https://en.wikipedia.org/wiki/Staphylococcus_aureus	
768	Staphylococcus aureus subsp. aureus LGA251	['985006']	['78', '64']		https://en.wikipedia.org/wiki/Staphylococcus_aureus	
769	Staphylococcus aureus subsp. aureus M013	['1118959']	['78', '64']		https://en.wikipedia.org/wiki/Staphylococcus_aureus	
770	Staphylococcus aureus subsp. aureus MRSA252	['282458']	['78', '64']		https://en.wikipedia.org/wiki/Staphylococcus_aureus	
771	Staphylococcus aureus subsp. aureus MSSA476	['282459']	['78', '64']		https://en.wikipedia.org/wiki/Staphylococcus_aureus	
772	Staphylococcus aureus subsp. aureus Mu3	['418127']	['78', '64']		https://en.wikipedia.org/wiki/Staphylococcus_aureus	
773	Staphylococcus aureus subsp. aureus Mu50	['158878']	['78', '64']		https://en.wikipedia.org/wiki/Staphylococcus_aureus	
774	Staphylococcus aureus subsp. aureus MW2	['196620']	['78', '64']		https://en.wikipedia.org/wiki/Staphylococcus_aureus	
775	Staphylococcus aureus subsp. aureus N315	['158879']	['78', '64']		https://en.wikipedia.org/wiki/Staphylococcus_aureus	
776	Staphylococcus aureus subsp. aureus NCTC 8325	0	['78', '64']		https://en.wikipedia.org/wiki/Staphylococcus_aureus	
777	Staphylococcus aureus subsp. aureus SA268	['1368166']	['78', '64']		https://en.wikipedia.org/wiki/Staphylococcus_aureus	
778	Staphylococcus aureus subsp. aureus SA40	['1194085']	['78', '64']		https://en.wikipedia.org/wiki/Staphylococcus_aureus	
779	Staphylococcus aureus subsp. aureus SA957	['1201010']	['78', '64']		https://en.wikipedia.org/wiki/Staphylococcus_aureus	
780	Staphylococcus aureus subsp. aureus ST228	['1074919']	['78', '64']		https://en.wikipedia.org/wiki/Staphylococcus_aureus	
781	Staphylococcus aureus subsp. aureus ST398	0	['78', '64']		https://en.wikipedia.org/wiki/Staphylococcus_aureus	
782	Staphylococcus aureus subsp. aureus ST772-MRSA-V	['1343064']	['78', '64']		https://en.wikipedia.org/wiki/Staphylococcus_aureus	
783	Staphylococcus aureus subsp. aureus str. JKD6008	['546342']	['78', '64']		https://en.wikipedia.org/wiki/Staphylococcus_aureus	
784	Staphylococcus aureus subsp. aureus str. Newman	['426430']	['78', '64']		https://en.wikipedia.org/wiki/Staphylococcus_aureus	
785	Staphylococcus aureus subsp. aureus T0131	['1006543']	['78', '64']		https://en.wikipedia.org/wiki/Staphylococcus_aureus	
786	Staphylococcus aureus subsp. aureus Tager 104	['1381115']	['78', '64']		https://en.wikipedia.org/wiki/Staphylococcus_aureus	
787	Staphylococcus aureus subsp. aureus TCH60	['548473']	['78', '64']		https://en.wikipedia.org/wiki/Staphylococcus_aureus	
788	Staphylococcus aureus subsp. aureus TW20	['663951']	['78', '64']		https://en.wikipedia.org/wiki/Staphylococcus_aureus	
789	Staphylococcus aureus subsp. aureus USA300_FPR3757	['451515']	['78', '64']		https://en.wikipedia.org/wiki/Staphylococcus_aureus	
790	Staphylococcus aureus subsp. aureus USA300_TCH1516	['451516']	['78', '64']		https://en.wikipedia.org/wiki/Staphylococcus_aureus	
791	Staphylococcus aureus subsp. aureus VC40	['1028799']	['78', '64']		https://en.wikipedia.org/wiki/Staphylococcus_aureus	
792	Staphylococcus aureus subsp. aureus Z172	['1406863']	['78', '64']		https://en.wikipedia.org/wiki/Staphylococcus_aureus	
793	Staphylococcus aureus USA300-ISMMS1	['1458279']	['78', '64']		https://en.wikipedia.org/wiki/Staphylococcus_aureus	
794	Staphylococcus haemolyticus	0	['40', '45', '15', '37', '37', '37']		https://en.wikipedia.org/wiki/Staphylococcus_haemolyticus	
795	Staphylococcus haemolyticus JCSC1435	['279808']	['40', '45', '15', '37', '37', '37']		https://en.wikipedia.org/wiki/Staphylococcus_haemolyticus	
796	Staphylococcus hominis subsp. hominis	0	['35', '40', '45', '15']		https://en.wikipedia.org/wiki/Staphylococcus_hominis	
797	Staphylococcus muscae	['1294']	['37', '25', '45']		https://en.wikipedia.org/wiki/Staphylococcus_muscae	
798	Staphylococcus nepalensis	['214473']	['40', '30', '45']		https://en.wikipedia.org/wiki/Staphylococcus_nepalensis	
799	Staphylococcus succinus	0	['25', '40', '42', '28', '40']		https://en.wikipedia.org/wiki/Staphylococcus_succinus	
800	Staphylococcus warneri SG1	['1194526']	['35', '40']		https://en.wikipedia.org/wiki/Staphylococcus_warneri	
801	Staphylothermus hellenicus DSM 12710	['591019']	['85', '92', '98', '85']		https://en.wikipedia.org/wiki/Staphylothermus_hellenicus	
802	Staphylothermus marinus F1	['399550']	['85', '92', '98', '85']		https://en.wikipedia.org/wiki/Staphylothermus_marinus	
803	Stenotrophomonas maltophilia	0	['30']		https://en.wikipedia.org/wiki/Stenotrophomonas_maltophilia	
804	Stenotrophomonas maltophilia D457	['1163399']	['30']		https://en.wikipedia.org/wiki/Stenotrophomonas_maltophilia	
805	Stenotrophomonas maltophilia JV3	['868597']	['30']		https://en.wikipedia.org/wiki/Stenotrophomonas_maltophilia	
806	Stenotrophomonas maltophilia K279a	['522373']	['30']		https://en.wikipedia.org/wiki/Stenotrophomonas_maltophilia	
807	Stenotrophomonas maltophilia R551-3	['391008']	['30']		https://en.wikipedia.org/wiki/Stenotrophomonas_maltophilia	
808	Stigmatella aurantiaca DW4/3-1	['378806']	['90']		https://en.wikipedia.org/wiki/Stigmatella_aurantiaca	
809	Streptobacillus moniliformis	0	['37', '41']		https://en.wikipedia.org/wiki/Streptobacillus_moniliformis	
810	Streptobacillus moniliformis DSM 12112	['519441']	['37', '41']		https://en.wikipedia.org/wiki/Streptobacillus_moniliformis	
811	Streptococcus agalactiae	0	['38']		https://en.wikipedia.org/wiki/Streptococcus_agalactiae	
812	Streptococcus agalactiae 09mas018883	['1309806']	['38']		https://en.wikipedia.org/wiki/Streptococcus_agalactiae	
813	Streptococcus agalactiae 2603V/R	['208435']	['38']		https://en.wikipedia.org/wiki/Streptococcus_agalactiae	
814	Streptococcus agalactiae A909	['205921']	['38']		https://en.wikipedia.org/wiki/Streptococcus_agalactiae	
815	Streptococcus agalactiae CNCTC 10/84	['1427374']	['38']		https://en.wikipedia.org/wiki/Streptococcus_agalactiae	
816	Streptococcus agalactiae COH1	['342616']	['38']		https://en.wikipedia.org/wiki/Streptococcus_agalactiae	
817	Streptococcus agalactiae GD201008-001	['1203670']	['38']		https://en.wikipedia.org/wiki/Streptococcus_agalactiae	
818	Streptococcus agalactiae ILRI005	['1309807']	['38']		https://en.wikipedia.org/wiki/Streptococcus_agalactiae	
819	Streptococcus agalactiae NEM316	['211110']	['38']		https://en.wikipedia.org/wiki/Streptococcus_agalactiae	
820	Streptococcus equinus	0	['21', '15', '21', '45', '47', '48']		https://en.wikipedia.org/wiki/Streptococcus_equinus	
821	Streptococcus thermophilus	0	['42', '46']		https://en.wikipedia.org/wiki/Streptococcus_thermophilus	
822	Streptococcus thermophilus ASCC 1275	['1408178']	['42', '46']		https://en.wikipedia.org/wiki/Streptococcus_thermophilus	
823	Streptococcus thermophilus CNRZ1066	['299768']	['42', '46']		https://en.wikipedia.org/wiki/Streptococcus_thermophilus	
824	Streptococcus thermophilus JIM 8232	['1051074']	['42', '46']		https://en.wikipedia.org/wiki/Streptococcus_thermophilus	
825	Streptococcus thermophilus LMD-9	['322159']	['42', '46']		https://en.wikipedia.org/wiki/Streptococcus_thermophilus	
826	Streptococcus thermophilus LMG 18311	['264199']	['42', '46']		https://en.wikipedia.org/wiki/Streptococcus_thermophilus	
827	Streptococcus thermophilus MN-ZLW-002	['1187956']	['42', '46']		https://en.wikipedia.org/wiki/Streptococcus_thermophilus	
828	Streptococcus thermophilus ND03	['767463']	['42', '46']		https://en.wikipedia.org/wiki/Streptococcus_thermophilus	
829	Streptomyces lavendulae subsp. lavendulae	0	['20', '43', '37']		https://en.wikipedia.org/wiki/Streptomyces_lavendulae	
830	Sulfolobus acidocaldarius	0	['80', '90']		https://en.wikipedia.org/wiki/Sulfolobus_acidocaldarius	
831	Sulfolobus acidocaldarius DSM 639	['330779']	['80', '90']		https://en.wikipedia.org/wiki/Sulfolobus_acidocaldarius	
832	Sulfolobus acidocaldarius N8	['1028566']	['80', '90']		https://en.wikipedia.org/wiki/Sulfolobus_acidocaldarius	
833	Sulfolobus acidocaldarius Ron12/I	['1028567']	['80', '90']		https://en.wikipedia.org/wiki/Sulfolobus_acidocaldarius	
834	Sulfolobus islandicus LAL14/1	['1241935']	['80', '80']		https://en.wikipedia.org/wiki/Sulfolobus_islandicus	
835	Sulfolobus islandicus L.S.2.15	['429572']	['80', '80']		https://en.wikipedia.org/wiki/Sulfolobus_islandicus	
836	Sulfolobus islandicus M.14.25	['427317']	['80', '80']		https://en.wikipedia.org/wiki/Sulfolobus_islandicus	
837	Sulfolobus islandicus M.16.27	['427318']	['80', '80']		https://en.wikipedia.org/wiki/Sulfolobus_islandicus	
838	Sulfolobus islandicus REY15A	['930945']	['80', '80']		https://en.wikipedia.org/wiki/Sulfolobus_islandicus	
839	Sulfolobus islandicus Y.G.57.14	['439386']	['80', '80']		https://en.wikipedia.org/wiki/Sulfolobus_islandicus	
840	Sulfolobus islandicus Y.N.15.51	['419942']	['80', '80']		https://en.wikipedia.org/wiki/Sulfolobus_islandicus	
841	Thermoanaerobacter brockii subsp. finnii Ako-1	['509193']	['80', '70', '115']		https://en.wikipedia.org/wiki/Thermoanaerobacter_brockii	
842	Thermoanaerobacter italicus Ab9	['580331']	['78', '70']		https://en.wikipedia.org/wiki/Thermoanaerobacter_italicus	
843	Thermoanaerobacter kivui	['2325']	['72', '66']		https://en.wikipedia.org/wiki/Thermoanaerobacter_kivui	
844	Thermoanaerobacter mathranii subsp. mathranii str. A3	['583358']	['75', '75']		https://en.wikipedia.org/wiki/Thermoanaerobacter_mathranii	
845	Thermococcus barophilus	0	['90', '85', '100']		https://en.wikipedia.org/wiki/Thermococcus_barophilus	
846	Thermococcus barophilus MP	['391623']	['90', '85', '100']		https://en.wikipedia.org/wiki/Thermococcus_barophilus	
847	Thermococcus celer	0	['90', '93', '88']		https://en.wikipedia.org/wiki/Thermococcus_celer	
848	Thermococcus chitonophagus	['54262']	['120']		https://en.wikipedia.org/wiki/Thermococcus_chitonophagus	
849	Thermococcus gammatolerans EJ3	['593117']	['95', '88', '80', '95', '100']		https://en.wikipedia.org/wiki/Thermococcus_gammatolerans	
850	Thermococcus kodakarensis KOD1	['69014']	['100', '85']		https://en.wikipedia.org/wiki/Thermococcus_kodakarensis	
851	Thermococcus litoralis DSM 5473	['523849']	['100', '95', '100', '88']		https://en.wikipedia.org/wiki/Thermococcus_litoralis	
852	Thermococcus profundus	['49899']	['80']		https://en.wikipedia.org/wiki/Thermococcus_profundus	
853	Thermocrinis ruber	0	['89']		https://en.wikipedia.org/wiki/Thermocrinis_ruber	
854	Thermodesulfobacterium commune DSM 2178	['289377']	['70']		https://en.wikipedia.org/wiki/Thermodesulfobacterium_commune	
855	Thermoplasma acidophilum DSM 1728	['273075']	['59', '56']		https://en.wikipedia.org/wiki/Thermoplasma_acidophilum	
856	Thermoplasma volcanium GSS1	['273116']	['25', '102', '57', '67', '60']		https://en.wikipedia.org/wiki/Thermoplasma_volcanium	
857	Thermoproteus tenax Kra 1	['768679']	['95', '85']		https://en.wikipedia.org/wiki/Thermoproteus_tenax	
858	Thermoproteus uzoniensis 768-20	['999630']	['95', '85']		https://en.wikipedia.org/wiki/Thermoproteus_uzoniensis	
859	Thermosphaera aggregans DSM 11486	['633148']	['92']		https://en.wikipedia.org/wiki/Thermosphaera_aggregans	
860	Thermotoga maritima	0	['80', '90']		https://en.wikipedia.org/wiki/Thermotoga_maritima	
861	Thermotoga maritima MSB8	['243274']	['80', '90']		https://en.wikipedia.org/wiki/Thermotoga_maritima	
862	Thermotoga neapolitana DSM 4359	['309803']	['95', '77']		https://en.wikipedia.org/wiki/Thermotoga_neapolitana	
863	Thermus aquaticus Y51MC23	['498848']	['55', '70', '50', '80']		https://en.wikipedia.org/wiki/Thermus_aquaticus	
864	Thermus thermophilus	0	['65', '80']		https://en.wikipedia.org/wiki/Thermus_thermophilus	
865	Thermus thermophilus HB27	['262724']	['65', '80']		https://en.wikipedia.org/wiki/Thermus_thermophilus	
866	Thermus thermophilus HB8	['300852']	['65', '80']		https://en.wikipedia.org/wiki/Thermus_thermophilus	
867	Thermus thermophilus JL-18	['798128']	['65', '80']		https://en.wikipedia.org/wiki/Thermus_thermophilus	
868	Thermus thermophilus SG0.5JP17-16	['762633']	['65', '80']		https://en.wikipedia.org/wiki/Thermus_thermophilus	
869	Vibrio anguillarum	0	['30', '34', '41', '44']		https://en.wikipedia.org/wiki/Vibrio_anguillarum	
870	Vibrio anguillarum 775	['882102']	['30', '34', '41', '44']		https://en.wikipedia.org/wiki/Vibrio_anguillarum	
871	Vibrio anguillarum M3	['882944']	['30', '34', '41', '44']		https://en.wikipedia.org/wiki/Vibrio_anguillarum	
872	Vibrio harveyi	0	['35']		https://en.wikipedia.org/wiki/Vibrio_harveyi	
873	Vulcanisaeta distributa DSM 14429	['572478']	['90']		https://en.wikipedia.org/wiki/Vulcanisaeta_distributa	
874	Xanthomonas gardneri	0	['37']		https://en.wikipedia.org/wiki/Xanthomonas_gardneri	
875	Xanthomonas vesicatoria	0	['37']		https://en.wikipedia.org/wiki/Xanthomonas_vesicatoria	
876	Xanthomonas vesicatoria ATCC 35937	['925775']	['37']		https://en.wikipedia.org/wiki/Xanthomonas_vesicatoria	
877	Yersinia pseudotuberculosis	0	['26', '37', '25', '37']		https://en.wikipedia.org/wiki/Yersinia_pseudotuberculosis	
878	Yersinia pseudotuberculosis IP 31758	['349747']	['26', '37', '25', '37']		https://en.wikipedia.org/wiki/Yersinia_pseudotuberculosis	
879	Yersinia pseudotuberculosis IP 32953	['273123']	['26', '37', '25', '37']		https://en.wikipedia.org/wiki/Yersinia_pseudotuberculosis	
880	Yersinia pseudotuberculosis PB1/+	0	['26', '37', '25', '37']		https://en.wikipedia.org/wiki/Yersinia_pseudotuberculosis	
881	Yersinia pseudotuberculosis str. PA3606	['748672']	['26', '37', '25', '37']		https://en.wikipedia.org/wiki/Yersinia_pseudotuberculosis	
882	Yersinia pseudotuberculosis YPIII	['502800']	['26', '37', '25', '37']		https://en.wikipedia.org/wiki/Yersinia_pseudotuberculosis	
883	Zymomonas mobilis subsp. mobilis	0	['12']		https://en.wikipedia.org/wiki/Zymomonas_mobilis	
884	Zymomonas mobilis subsp. mobilis ATCC 10988	['555217']	['12']		https://en.wikipedia.org/wiki/Zymomonas_mobilis	
885	Zymomonas mobilis subsp. mobilis ATCC 29191	['627344']	['12']		https://en.wikipedia.org/wiki/Zymomonas_mobilis	
886	Zymomonas mobilis subsp. mobilis NCIMB 11163	['622759']	['12']		https://en.wikipedia.org/wiki/Zymomonas_mobilis	
